time,value,unit
2018-05-15 05:32:00 +0000,74.75699352,deg F
2018-05-15 05:33:00 +0000,72.94470277,deg F
2018-05-15 05:34:00 +0000,66.56392908,deg F
2018-05-15 05:35:00 +0000,66.26188062,deg F
2018-05-15 05:36:00 +0000,81.60703738,deg F
2018-05-15 05:37:00 +0000,81.60703738,deg F
2018-05-15 05:38:00 +0000,66.24438048,deg F
2018-05-15 05:39:00 +0000,68.09393868,deg F
2018-05-15 05:40:00 +0000,69.45279777,deg F
2018-05-15 05:41:00 +0000,78.13439749,deg F
2018-05-15 05:42:00 +0000,63.43440789,deg F
2018-05-15 05:43:00 +0000,66.52876925,deg F
2018-05-15 05:44:00 +0000,63.43440789,deg F
2018-05-15 05:45:00 +0000,79.84961755,deg F
2018-05-15 05:46:00 +0000,69.73633895,deg F
2018-05-15 05:47:00 +0000,69.41610231,deg F
2018-05-15 05:48:00 +0000,71.37786173,deg F
2018-05-15 05:49:00 +0000,57.38146284,deg F
2018-05-15 05:50:00 +0000,71.15150487,deg F
2018-05-15 05:51:00 +0000,72.88690743,deg F
2018-05-15 05:52:00 +0000,61.8708738,deg F
2018-05-15 05:53:00 +0000,66.19187915,deg F
2018-05-15 05:54:00 +0000,73.00008586,deg F
2018-05-15 05:55:00 +0000,60.32410196,deg F
2018-05-15 05:56:00 +0000,69.39775364,deg F
2018-05-15 05:57:00 +0000,67.6628098,deg F
2018-05-15 05:58:00 +0000,68.11540384,deg F
2018-05-15 05:59:00 +0000,67.88910682,deg F
2018-05-15 06:00:00 +0000,71.26471585,deg F
2018-05-15 06:01:00 +0000,74.65827375,deg F
2018-05-15 06:02:00 +0000,66.17437901,deg F
2018-05-15 06:03:00 +0000,69.5679369,deg F
2018-05-15 06:04:00 +0000,58.82167023,deg F
2018-05-15 06:05:00 +0000,64.70383725,deg F
2018-05-15 06:06:00 +0000,81.49924336,deg F
2018-05-15 06:07:00 +0000,78.03119045,deg F
2018-05-15 06:08:00 +0000,72.64062995,deg F
2018-05-15 06:09:00 +0000,83.27096605,deg F
2018-05-15 06:10:00 +0000,78.03119045,deg F
2018-05-15 06:11:00 +0000,63.21657314,deg F
2018-05-15 06:12:00 +0000,71.22702324,deg F
2018-05-15 06:13:00 +0000,74.54341374,deg F
2018-05-15 06:14:00 +0000,70.85016068,deg F
2018-05-15 06:15:00 +0000,64.66961475,deg F
2018-05-15 06:16:00 +0000,76.2769815,deg F
2018-05-15 06:17:00 +0000,67.98600525,deg F
2018-05-15 06:18:00 +0000,67.81731136,deg F
2018-05-15 06:19:00 +0000,77.9145555,deg F
2018-05-15 06:20:00 +0000,63.29615727,deg F
2018-05-15 06:21:00 +0000,76.12361652,deg F
2018-05-15 06:22:00 +0000,61.77275165,deg F
2018-05-15 06:23:00 +0000,76.23661545,deg F
2018-05-15 06:24:00 +0000,83.20488317,deg F
2018-05-15 06:25:00 +0000,63.1664052,deg F
2018-05-15 06:26:00 +0000,69.04234987,deg F
2018-05-15 06:27:00 +0000,74.4842413,deg F
2018-05-15 06:28:00 +0000,77.87331193,deg F
